"sku","title","description","price","main_image","gallery"
"R191848","Шестерня муфты C2 John Deere R191848","🔧 Шестерня муфты C2 John Deere R191848.

Запчасть John Deere для ремонта и обслуживания техники. Используется в приводе или трансмиссионном узле, где важно совпадение посадочных размеров и каталожного номера.
Продаётся по каталожному номеру R191848. Перед заказом рекомендуем сверить номер с вашей старой деталью или каталогом техники.

📌 Основные данные:
• Артикул: R191848
• Бренд: John Deere
• Наименование: Шестерня муфты C2
• Узел: Трансмиссия / Шестерни и корпуса редукторов
• Раздел: Запчасти → Трансмиссия и мосты
• Вес: 5,28 кг
• Размеры: длина 81,28 мм; высота 243,84 мм
• Фото: 4 шт.

🚜 Применяемость по данным каталога: 8R 230, 8R 250, 8R 280, 8R 310, 8R 340, 8R 2304.

🚚 Работаем с юридическими лицами. Отправляем по России транспортными компаниями.
📲 Для уточнения срока поставки, совместимости и условий отгрузки напишите в сообщения Авито или позвоните.","118000","images/25/R191848_1.jpg","[""images/25/R191848_1.jpg"",""images/25/R191848_2.jpg"",""images/25/R191848_3.jpg"",""images/25/R191848_4.jpg""]"
"R207661","Буфер нижней тяги John Deere R207661","🔧 Буфер нижней тяги John Deere R207661.

Запчасть John Deere для ремонта и обслуживания техники. Используется при замене изношенной детали в соответствующем узле техники.
Продаётся по каталожному номеру R207661. Перед заказом рекомендуем сверить номер с вашей старой деталью или каталогом техники.

📌 Основные данные:
• Артикул: R207661
• Бренд: John Deere
• Наименование: Буфер нижней тяги
• Узел: Навеска, тяговые устройства и тормоза / Упоры и буферы
• Раздел: Запчасти → Навеска и тяги
• Вес: 1,606 кг
• Размеры: длина 139,7 мм; ширина 71,12 мм; высота 50,8 мм
• Фото: 7 шт.

🚜 Применяемость по данным каталога: 8R 230, 8R 250, 8R 280, 8R 310, 8R 340, 8R 370.

🚚 Работаем с юридическими лицами. Отправляем по России транспортными компаниями.
📲 Для уточнения срока поставки, совместимости и условий отгрузки напишите в сообщения Авито или позвоните.","5400","images/14/R207661_1.jpg","[""images/14/R207661_1.jpg"",""images/14/R207661_2.jpg"",""images/14/R207661_3.jpg"",""images/14/R207661_4.jpg"",""images/14/R207661_5.jpg"",""images/14/R207661_6.jpg"",""images/14/R207661_7.jpg""]"
"R217870","Косозубая шестерня входного John Deere R217870","🔧 Косозубая шестерня входного вала со шлицами, правая, 19 зубьев John Deere R217870.

Запчасть John Deere для ремонта и обслуживания техники. Используется в приводе или трансмиссионном узле, где важно совпадение посадочных размеров и каталожного номера.
Продаётся по каталожному номеру R217870. Перед заказом рекомендуем сверить номер с вашей старой деталью или каталогом техники.

📌 Основные данные:
• Артикул: R217870
• Бренд: John Deere
• Наименование: Косозубая шестерня входного вала со шлицами, правая, 19 зубьев
• Узел: Трансмиссия / Шестерни и корпуса редукторов
• Раздел: Запчасти → Трансмиссия и мосты
• Фото: 3 шт.

🚜 Применяемость по данным каталога: 904, 1054, 1354, 1404.

🚚 Работаем с юридическими лицами. Отправляем по России транспортными компаниями.
📲 Для уточнения срока поставки, совместимости и условий отгрузки напишите в сообщения Авито или позвоните.","6100","images/24/R217870_1.jpg","[""images/24/R217870_1.jpg"",""images/24/R217870_2.jpg"",""images/24/R217870_3.jpg""]"
"R217871","Косозубая шестерня, 33 зуба John Deere R217871","🔧 Косозубая шестерня, 33 зуба John Deere R217871.

Запчасть John Deere для ремонта и обслуживания техники. Используется в приводе или трансмиссионном узле, где важно совпадение посадочных размеров и каталожного номера.
Продаётся по каталожному номеру R217871. Перед заказом рекомендуем сверить номер с вашей старой деталью или каталогом техники.

📌 Основные данные:
• Артикул: R217871
• Бренд: John Deere
• Наименование: Косозубая шестерня, 33 зуба
• Узел: Трансмиссия / Шестерни и корпуса редукторов
• Раздел: Запчасти → Трансмиссия и мосты
• Вес: 2,712 кг
• Размеры: длина 198,12 мм; ширина 182,88 мм; высота 78,74 мм
• Фото: 2 шт.

🚜 Применяемость по данным каталога: 904, 1054, 1354, 1404.

🚚 Работаем с юридическими лицами. Отправляем по России транспортными компаниями.
📲 Для уточнения срока поставки, совместимости и условий отгрузки напишите в сообщения Авито или позвоните.","6500","images/24/R217871_2.jpg","[""images/24/R217871_2.jpg"",""images/24/R217871_3.jpg""]"
"R217872","Косозубая шестерня, 30 зубьев John Deere R217872","🔧 Косозубая шестерня, 30 зубьев John Deere R217872.

Запчасть John Deere для ремонта и обслуживания техники. Используется в приводе или трансмиссионном узле, где важно совпадение посадочных размеров и каталожного номера.
Продаётся по каталожному номеру R217872. Перед заказом рекомендуем сверить номер с вашей старой деталью или каталогом техники.

📌 Основные данные:
• Артикул: R217872
• Бренд: John Deere
• Наименование: Косозубая шестерня, 30 зубьев
• Узел: Трансмиссия / Шестерни и корпуса редукторов
• Раздел: Запчасти → Трансмиссия и мосты
• Вес: 1,769 кг
• Размеры: длина 146,05 мм; ширина 134,62 мм; высота 53,34 мм
• Фото: 3 шт.

🚜 Применяемость по данным каталога: 904, 1054, 1354, 1404.

🚚 Работаем с юридическими лицами. Отправляем по России транспортными компаниями.
📲 Для уточнения срока поставки, совместимости и условий отгрузки напишите в сообщения Авито или позвоните.","4800","images/24/R217872_1.jpg","[""images/24/R217872_1.jpg"",""images/24/R217872_2.jpg"",""images/24/R217872_3.jpg""]"
"R217873","Косозубая шестерня, 25 зубьев John Deere R217873","🔧 Косозубая шестерня, 25 зубьев John Deere R217873.

Запчасть John Deere для ремонта и обслуживания техники. Используется в приводе или трансмиссионном узле, где важно совпадение посадочных размеров и каталожного номера.
Продаётся по каталожному номеру R217873. Перед заказом рекомендуем сверить номер с вашей старой деталью или каталогом техники.

📌 Основные данные:
• Артикул: R217873
• Бренд: John Deere
• Наименование: Косозубая шестерня, 25 зубьев
• Узел: Трансмиссия / Шестерни и корпуса редукторов
• Раздел: Запчасти → Трансмиссия и мосты
• Вес: 1,61 кг
• Размеры: длина 147,32 мм; ширина 137,16 мм; высота 53,34 мм
• Фото: 3 шт.

🚜 Применяемость по данным каталога: 904, 1054, 1354, 1404.

🚚 Работаем с юридическими лицами. Отправляем по России транспортными компаниями.
📲 Для уточнения срока поставки, совместимости и условий отгрузки напишите в сообщения Авито или позвоните.","5500","images/24/R217873_1.jpg","[""images/24/R217873_1.jpg"",""images/24/R217873_2.jpg"",""images/24/R217873_3.jpg""]"
"R217874","Запчасть John Deere R217874 John Deere R217874","🔧 Запчасть John Deere R217874 John Deere R217874.

Запчасть John Deere для ремонта и обслуживания техники. Подбирается по каталожному номеру для ремонта техники John Deere.
Продаётся по каталожному номеру R217874. Перед заказом рекомендуем сверить номер с вашей старой деталью или каталогом техники.

📌 Основные данные:
• Артикул: R217874
• Бренд: John Deere
• Наименование: Запчасть John Deere R217874
• Узел: узел техники John Deere
• Раздел: Запчасти → Прочие детали John Deere
• Фото: 1 шт.

🚜 Применяемость по данным каталога: применимость уточняется по артикулу и данным карточки.

🚚 Работаем с юридическими лицами. Отправляем по России транспортными компаниями.
📲 Для уточнения срока поставки, совместимости и условий отгрузки напишите в сообщения Авито или позвоните.","17500","","[]"
"R218047","Солнечная шестерня John Deere R218047","🔧 Солнечная шестерня John Deere R218047.

Запчасть John Deere для ремонта и обслуживания техники. Используется в приводе или трансмиссионном узле, где важно совпадение посадочных размеров и каталожного номера.
Продаётся по каталожному номеру R218047. Перед заказом рекомендуем сверить номер с вашей старой деталью или каталогом техники.

📌 Основные данные:
• Артикул: R218047
• Бренд: John Deere
• Наименование: Солнечная шестерня
• Узел: Трансмиссия / Шестерни и корпуса редукторов
• Раздел: Запчасти → Трансмиссия и мосты
• Вес: 4,354 кг
• Размеры: длина 368,3 мм; ширина 63,5 мм; высота 60,96 мм
• Фото: 4 шт.

🚜 Применяемость по данным каталога: 5-750, 5-754, 5-800, 5-804, 5-900, 5E-854.

🚚 Работаем с юридическими лицами. Отправляем по России транспортными компаниями.
📲 Для уточнения срока поставки, совместимости и условий отгрузки напишите в сообщения Авито или позвоните.","13500","images/24/R218047_1.jpg","[""images/24/R218047_1.jpg"",""images/24/R218047_2.jpg"",""images/24/R218047_3.jpg"",""images/24/R218047_4.jpg""]"
"R218050","Вал John Deere R218050","🔧 Вал John Deere R218050.

Запчасть John Deere для ремонта и обслуживания техники. Используется в приводе или трансмиссионном узле, где важно совпадение посадочных размеров и каталожного номера.
Продаётся по каталожному номеру R218050. Перед заказом рекомендуем сверить номер с вашей старой деталью или каталогом техники.

📌 Основные данные:
• Артикул: R218050
• Бренд: John Deere
• Наименование: Вал
• Узел: Трансмиссия / Карданные валы
• Раздел: Запчасти → Трансмиссия и мосты
• Вес: 4,559 кг
• Размеры: длина 309,88 мм; ширина 91,44 мм; высота 88,9 мм
• Фото: 2 шт.

🚜 Применяемость по данным каталога: 904, 1054, 1354, 6100B, 6110B.

🚚 Работаем с юридическими лицами. Отправляем по России транспортными компаниями.
📲 Для уточнения срока поставки, совместимости и условий отгрузки напишите в сообщения Авито или позвоните.","21700","images/21/R218050_1.jpg","[""images/21/R218050_1.jpg"",""images/21/R218050_2.jpg""]"
"R218276","Вал John Deere R218276","🔧 Вал John Deere R218276.

Запчасть John Deere для ремонта и обслуживания техники. Используется в приводе или трансмиссионном узле, где важно совпадение посадочных размеров и каталожного номера.
Продаётся по каталожному номеру R218276. Перед заказом рекомендуем сверить номер с вашей старой деталью или каталогом техники.

📌 Основные данные:
• Артикул: R218276
• Бренд: John Deere
• Наименование: Вал
• Узел: Трансмиссия / Карданные валы
• Раздел: Запчасти → Трансмиссия и мосты
• Вес: 7,058 кг
• Размеры: длина 1612,9 мм; высота 25,4 мм
• Фото: 2 шт.

🚜 Применяемость по данным каталога: применимость уточняется по артикулу и данным карточки.

🚚 Работаем с юридическими лицами. Отправляем по России транспортными компаниями.
📲 Для уточнения срока поставки, совместимости и условий отгрузки напишите в сообщения Авито или позвоните.","29100","images/21/R218276_1.jpg","[""images/21/R218276_1.jpg"",""images/21/R218276_2.jpg""]"
"R218618","Косозубая шестерня, 40 зубьев John Deere R218618","🔧 Косозубая шестерня, 40 зубьев John Deere R218618.

Запчасть John Deere для ремонта и обслуживания техники. Используется в приводе или трансмиссионном узле, где важно совпадение посадочных размеров и каталожного номера.
Продаётся по каталожному номеру R218618. Перед заказом рекомендуем сверить номер с вашей старой деталью или каталогом техники.

📌 Основные данные:
• Артикул: R218618
• Бренд: John Deere
• Наименование: Косозубая шестерня, 40 зубьев
• Узел: Трансмиссия / Шестерни и корпуса редукторов
• Раздел: Запчасти → Трансмиссия и мосты
• Вес: 3,382 кг
• Размеры: длина 60,96 мм; высота 172,72 мм
• Фото: 3 шт.

🚜 Применяемость по данным каталога: 5-750, 5-754, 5-800, 5-804, 5-900, 5E-854.

🚚 Работаем с юридическими лицами. Отправляем по России транспортными компаниями.
📲 Для уточнения срока поставки, совместимости и условий отгрузки напишите в сообщения Авито или позвоните.","8200","images/24/R218618_1.jpg","[""images/24/R218618_1.jpg"",""images/24/R218618_2.jpg"",""images/24/R218618_3.jpg""]"
"R218619","Косозубая шестерня, 24 зуба John Deere R218619","🔧 Косозубая шестерня, 24 зуба John Deere R218619.

Запчасть John Deere для ремонта и обслуживания техники. Используется в приводе или трансмиссионном узле, где важно совпадение посадочных размеров и каталожного номера.
Продаётся по каталожному номеру R218619. Перед заказом рекомендуем сверить номер с вашей старой деталью или каталогом техники.

📌 Основные данные:
• Артикул: R218619
• Бренд: John Deere
• Наименование: Косозубая шестерня, 24 зуба
• Узел: Трансмиссия / Шестерни и корпуса редукторов
• Раздел: Запчасти → Трансмиссия и мосты
• Вес: 1,216 кг
• Размеры: длина 121,92 мм; ширина 119,38 мм; высота 38,1 мм
• Фото: 3 шт.

🚜 Применяемость по данным каталога: 5-750, 5-754, 5-800, 5-804, 5-900, 5E-854.

🚚 Работаем с юридическими лицами. Отправляем по России транспортными компаниями.
📲 Для уточнения срока поставки, совместимости и условий отгрузки напишите в сообщения Авито или позвоните.","4500","images/24/R218619_1.jpg","[""images/24/R218619_1.jpg"",""images/24/R218619_2.jpg"",""images/24/R218619_3.jpg""]"
"R218917","подъемный рычаг вала навески John Deere R218917","🔧 Левый подъемный рычаг вала навески John Deere R218917.

Запчасть John Deere для ремонта и обслуживания техники. Используется в приводе или трансмиссионном узле, где важно совпадение посадочных размеров и каталожного номера.
Продаётся по каталожному номеру R218917. Перед заказом рекомендуем сверить номер с вашей старой деталью или каталогом техники.

📌 Основные данные:
• Артикул: R218917
• Бренд: John Deere
• Наименование: Левый подъемный рычаг вала навески
• Узел: Детали навесного оборудования трактора / Рычаги и тяги подъема
• Раздел: Запчасти → Трансмиссия и мосты
• Вес: 37,412 кг
• Размеры: длина 635 мм; ширина 209,55 мм; высота 127 мм
• Фото: 7 шт.

🚜 Применяемость по данным каталога: 3004, 7200R, 7210R, 7215R, 7230R, 7250R.

🚚 Работаем с юридическими лицами. Отправляем по России транспортными компаниями.
📲 Для уточнения срока поставки, совместимости и условий отгрузки напишите в сообщения Авито или позвоните.","105000","images/12/R218917_1.jpg","[""images/12/R218917_1.jpg"",""images/12/R218917_2.jpg"",""images/12/R218917_3.jpg"",""images/12/R218917_4.jpg"",""images/12/R218917_5.jpg"",""images/12/R218917_6.jpg"",""images/12/R218917_7.jpg""]"
"R219890","Болт с шестигранной головкой, John Deere R219890","🔧 Болт с шестигранной головкой, M36 X 336 John Deere R219890.

Запчасть John Deere для ремонта и обслуживания техники. Применяется как крепёжный или опорный элемент в соответствующем узле техники.
Продаётся по каталожному номеру R219890. Перед заказом рекомендуем сверить номер с вашей старой деталью или каталогом техники.

📌 Основные данные:
• Артикул: R219890
• Бренд: John Deere
• Наименование: Болт с шестигранной головкой, M36 X 336
• Узел: Крепеж / Болты
• Раздел: Запчасти → Крепёж
• Вес: 2,377 кг
• Размеры: длина 358,14 мм; высота 60,96 мм
• Фото: 3 шт.

🚜 Применяемость по данным каталога: 8RT 310, 8RT 340, 8RT 370, 8RT 410, 2204, 2854.

🚚 Работаем с юридическими лицами. Отправляем по России транспортными компаниями.
📲 Для уточнения срока поставки, совместимости и условий отгрузки напишите в сообщения Авито или позвоните.","13500","images/06/R219890_1.jpg","[""images/06/R219890_1.jpg"",""images/06/R219890_2.jpg"",""images/06/R219890_3.jpg""]"
"R222314","Косозубая шестерня MFWD, 33 John Deere R222314","🔧 Косозубая шестерня MFWD, 33 зуба John Deere R222314.

Запчасть John Deere для ремонта и обслуживания техники. Используется в приводе или трансмиссионном узле, где важно совпадение посадочных размеров и каталожного номера.
Продаётся по каталожному номеру R222314. Перед заказом рекомендуем сверить номер с вашей старой деталью или каталогом техники.

📌 Основные данные:
• Артикул: R222314
• Бренд: John Deere
• Наименование: Косозубая шестерня MFWD, 33 зуба
• Узел: Трансмиссия / Шестерни и корпуса редукторов
• Раздел: Запчасти → Трансмиссия и мосты
• Вес: 2,725 кг
• Размеры: длина 134,62 мм; ширина 133,35 мм; высота 63,5 мм
• Фото: 3 шт.

🚜 Применяемость по данным каталога: 5-750, 5-754, 5-800, 5-804, 5-900, 5E-854.

🚚 Работаем с юридическими лицами. Отправляем по России транспортными компаниями.
📲 Для уточнения срока поставки, совместимости и условий отгрузки напишите в сообщения Авито или позвоните.","9700","images/24/R222314_1.jpg","[""images/24/R222314_1.jpg"",""images/24/R222314_2.jpg"",""images/24/R222314_3.jpg""]"
"R225107","Ведомая шестерня бортового John Deere R225107","🔧 Ведомая шестерня бортового редуктора заднего моста John Deere R225107.

Запчасть John Deere для ремонта и обслуживания техники. Используется в приводе или трансмиссионном узле, где важно совпадение посадочных размеров и каталожного номера.
Продаётся по каталожному номеру R225107. Перед заказом рекомендуем сверить номер с вашей старой деталью или каталогом техники.

📌 Основные данные:
• Артикул: R225107
• Бренд: John Deere
• Наименование: Ведомая шестерня бортового редуктора заднего моста
• Узел: Трансмиссия / Шестерни и корпуса редукторов
• Раздел: Запчасти → Трансмиссия и мосты
• Вес: 28,349 кг
• Размеры: длина 69,85 мм; высота 457,2 мм
• Фото: 5 шт.

🚜 Применяемость по данным каталога: 7M 200, 7M 215, 7M 230, 2054, 2204, 6170J.

🚚 Работаем с юридическими лицами. Отправляем по России транспортными компаниями.
📲 Для уточнения срока поставки, совместимости и условий отгрузки напишите в сообщения Авито или позвоните.","237000","images/24/R225107_1.jpg","[""images/24/R225107_1.jpg"",""images/24/R225107_2.jpg"",""images/24/R225107_3.jpg"",""images/24/R225107_4.jpg"",""images/24/R225107_5.jpg""]"
"R225109","Солнечная шестерня John Deere R225109","🔧 Солнечная шестерня John Deere R225109.

Запчасть John Deere для ремонта и обслуживания техники. Используется в приводе или трансмиссионном узле, где важно совпадение посадочных размеров и каталожного номера.
Продаётся по каталожному номеру R225109. Перед заказом рекомендуем сверить номер с вашей старой деталью или каталогом техники.

📌 Основные данные:
• Артикул: R225109
• Бренд: John Deere
• Наименование: Солнечная шестерня
• Узел: Трансмиссия / Шестерни и корпуса редукторов
• Раздел: Запчасти → Трансмиссия и мосты
• Вес: 5,538 кг
• Размеры: длина 281,94 мм; высота 76,2 мм
• Фото: 1 шт.

🚜 Применяемость по данным каталога: 6M-1654, 6M-1854, 6M-2104, 7M 200, 7M 215, 7M 230.

🚚 Работаем с юридическими лицами. Отправляем по России транспортными компаниями.
📲 Для уточнения срока поставки, совместимости и условий отгрузки напишите в сообщения Авито или позвоните.","138000","images/24/R225109_1.jpg","[""images/24/R225109_1.jpg""]"
"R225113","Сателлит бортового редуктора John Deere R225113","🔧 Сателлит бортового редуктора John Deere R225113.

Запчасть John Deere для ремонта и обслуживания техники. Используется в приводе или трансмиссионном узле, где важно совпадение посадочных размеров и каталожного номера.
Продаётся по каталожному номеру R225113. Перед заказом рекомендуем сверить номер с вашей старой деталью или каталогом техники.

📌 Основные данные:
• Артикул: R225113
• Бренд: John Deere
• Наименование: Сателлит бортового редуктора
• Узел: Трансмиссия / Шестерни и корпуса редукторов
• Раздел: Запчасти → Трансмиссия и мосты
• Вес: 4,128 кг
• Размеры: длина 78,74 мм; высота 154,94 мм
• Фото: 3 шт.

🚜 Применяемость по данным каталога: 6R 2304, 7M 200, 7M 215, 7M 230, 2204, 6170J.

🚚 Работаем с юридическими лицами. Отправляем по России транспортными компаниями.
📲 Для уточнения срока поставки, совместимости и условий отгрузки напишите в сообщения Авито или позвоните.","105000","images/24/R225113_1.jpg","[""images/24/R225113_1.jpg"",""images/24/R225113_2.jpg"",""images/24/R225113_3.jpg""]"
"R227060","Входная планетарная шестерня John Deere R227060","🔧 Входная планетарная шестерня John Deere R227060.

Запчасть John Deere для ремонта и обслуживания техники. Используется в приводе или трансмиссионном узле, где важно совпадение посадочных размеров и каталожного номера.
Продаётся по каталожному номеру R227060. Перед заказом рекомендуем сверить номер с вашей старой деталью или каталогом техники.

📌 Основные данные:
• Артикул: R227060
• Бренд: John Deere
• Наименование: Входная планетарная шестерня
• Узел: Трансмиссия / Шестерни и корпуса редукторов
• Раздел: Запчасти → Трансмиссия и мосты
• Вес: 1,628 кг
• Размеры: длина 50,8 мм; высота 109,22 мм
• Фото: 5 шт.

🚜 Применяемость по данным каталога: 6J-1704, 6J-1904, 6M 95, 6M 105, 6M 110, 6M 115.

🚚 Работаем с юридическими лицами. Отправляем по России транспортными компаниями.
📲 Для уточнения срока поставки, совместимости и условий отгрузки напишите в сообщения Авито или позвоните.","82000","images/24/R227060_1.jpg","[""images/24/R227060_1.jpg"",""images/24/R227060_2.jpg"",""images/24/R227060_3.jpg"",""images/24/R227060_4.jpg"",""images/24/R227060_5.jpg""]"
"R227379","Шестерня приводного вала John Deere R227379","🔧 Шестерня приводного вала дифференциала John Deere R227379.

Запчасть John Deere для ремонта и обслуживания техники. Используется в приводе или трансмиссионном узле, где важно совпадение посадочных размеров и каталожного номера.
Продаётся по каталожному номеру R227379. Перед заказом рекомендуем сверить номер с вашей старой деталью или каталогом техники.

📌 Основные данные:
• Артикул: R227379
• Бренд: John Deere
• Наименование: Шестерня приводного вала дифференциала
• Узел: Трансмиссия / Шестерни и корпуса редукторов
• Раздел: Запчасти → Трансмиссия и мосты
• Вес: 4,282 кг
• Размеры: длина 40,64 мм; высота 157,48 мм
• Размеры: объём 1,756 л
• Фото: 7 шт.

🚜 Применяемость по данным каталога: 8R 230, 8R 250, 8R 280, 8R 310, 8R 340, 8R 370.

🚚 Работаем с юридическими лицами. Отправляем по России транспортными компаниями.
📲 Для уточнения срока поставки, совместимости и условий отгрузки напишите в сообщения Авито или позвоните.","140000","images/24/R227379_1.jpg","[""images/24/R227379_1.jpg"",""images/24/R227379_2.jpg"",""images/24/R227379_3.jpg"",""images/24/R227379_4.jpg"",""images/24/R227379_5.jpg"",""images/24/R227379_6.jpg"",""images/24/R227379_7.jpg""]"
"R227479","Разрезная цилиндрическая втулка John Deere R227479","🔧 Разрезная цилиндрическая втулка John Deere R227479.

Запчасть John Deere для ремонта и обслуживания техники. Предназначена для ремонта гидравлического узла и восстановления нормальной работы системы.
Продаётся по каталожному номеру R227479. Перед заказом рекомендуем сверить номер с вашей старой деталью или каталогом техники.

📌 Основные данные:
• Артикул: R227479
• Бренд: John Deere
• Наименование: Разрезная цилиндрическая втулка
• Узел: Подшипники и втулки / Втулки
• Раздел: Запчасти → Подшипники и втулки
• Вес: 0,249 кг
• Размеры: длина 40,64 мм; высота 139,7 мм
• Фото: 3 шт.

🚜 Применяемость по данным каталога: 8R 230, 8R 250, 8R 280, 8R 310, 8R 340, 8R 370.

🚚 Работаем с юридическими лицами. Отправляем по России транспортными компаниями.
📲 Для уточнения срока поставки, совместимости и условий отгрузки напишите в сообщения Авито или позвоните.","74000","images/23/R227479_1.jpg","[""images/23/R227479_1.jpg"",""images/23/R227479_2.jpg"",""images/23/R227479_3.jpg""]"
"R227481","Входной вал MFWD John Deere R227481","🔧 Входной вал MFWD John Deere R227481.

Запчасть John Deere для ремонта и обслуживания техники. Используется в приводе или трансмиссионном узле, где важно совпадение посадочных размеров и каталожного номера.
Продаётся по каталожному номеру R227481. Перед заказом рекомендуем сверить номер с вашей старой деталью или каталогом техники.

📌 Основные данные:
• Артикул: R227481
• Бренд: John Deere
• Наименование: Входной вал MFWD
• Узел: Трансмиссия / Карданные валы
• Раздел: Запчасти → Трансмиссия и мосты
• Вес: 2,25 кг
• Размеры: длина 274,32 мм; высота 44,45 мм
• Фото: 1 шт.

🚜 Применяемость по данным каталога: 2854, 8130, 8225R, 8230, 8235R, 8245R.

🚚 Работаем с юридическими лицами. Отправляем по России транспортными компаниями.
📲 Для уточнения срока поставки, совместимости и условий отгрузки напишите в сообщения Авито или позвоните.","76000","images/21/R227481_1.jpg","[""images/21/R227481_1.jpg""]"
"R230383","Ведомая входная шестерня John Deere R230383","🔧 Ведомая входная шестерня механического привода переднего моста John Deere R230383.

Запчасть John Deere для ремонта и обслуживания техники. Используется в приводе или трансмиссионном узле, где важно совпадение посадочных размеров и каталожного номера.
Продаётся по каталожному номеру R230383. Перед заказом рекомендуем сверить номер с вашей старой деталью или каталогом техники.

📌 Основные данные:
• Артикул: R230383
• Бренд: John Deere
• Наименование: Ведомая входная шестерня механического привода переднего моста
• Узел: Трансмиссия / Шестерни и корпуса редукторов
• Раздел: Запчасти → Трансмиссия и мосты
• Вес: 6,714 кг
• Размеры: длина 43,18 мм; высота 187,96 мм
• Размеры: объём 2,26 л
• Фото: 7 шт.

🚜 Применяемость по данным каталога: 8R 230, 8R 250, 8R 280, 8R 310, 8R 340, 8R 370.

🚚 Работаем с юридическими лицами. Отправляем по России транспортными компаниями.
📲 Для уточнения срока поставки, совместимости и условий отгрузки напишите в сообщения Авито или позвоните.","180000","images/24/R230383_1.jpg","[""images/24/R230383_1.jpg"",""images/24/R230383_2.jpg"",""images/24/R230383_3.jpg"",""images/24/R230383_4.jpg"",""images/24/R230383_5.jpg"",""images/24/R230383_6.jpg"",""images/24/R230383_7.jpg""]"
"R230458","Втулка John Deere R230458","🔧 Втулка John Deere R230458.

Запчасть John Deere для ремонта и обслуживания техники. Подходит для замены изношенной опоры вращения или посадочного элемента.
Продаётся по каталожному номеру R230458. Перед заказом рекомендуем сверить номер с вашей старой деталью или каталогом техники.

📌 Основные данные:
• Артикул: R230458
• Бренд: John Deere
• Наименование: Втулка
• Узел: Трансмиссия / Оси и компоненты осей
• Раздел: Запчасти → Трансмиссия и мосты
• Вес: 1,202 кг
• Размеры: длина 71,12 мм; высота 134,62 мм
• Фото: 8 шт.

🚜 Применяемость по данным каталога: 8R 230, 8R 250, 8R 280, 8R 310, 8R 340, 8R 370.

🚚 Работаем с юридическими лицами. Отправляем по России транспортными компаниями.
📲 Для уточнения срока поставки, совместимости и условий отгрузки напишите в сообщения Авито или позвоните.","16500","images/16/R230458_1.jpg","[""images/16/R230458_1.jpg"",""images/16/R230458_2.jpg"",""images/16/R230458_4.jpg"",""images/16/R230458_5.jpg"",""images/16/R230458_6.jpg"",""images/16/R230458_7.jpg"",""images/16/R230458_8.jpg"",""images/16/R230458_9.jpg"",""images/16/R230458_10.jpg""]"
"R232491","Упорная шайба John Deere R232491","🔧 Упорная шайба John Deere R232491.

Запчасть John Deere для ремонта и обслуживания техники. Применяется как крепёжный или опорный элемент в соответствующем узле техники.
Продаётся по каталожному номеру R232491. Перед заказом рекомендуем сверить номер с вашей старой деталью или каталогом техники.

📌 Основные данные:
• Артикул: R232491
• Бренд: John Deere
• Наименование: Упорная шайба
• Узел: Крепеж / Шайбы
• Раздел: Запчасти → Крепёж
• Вес: 0,113 кг
• Размеры: длина 2,54 мм; высота 120,65 мм
• Фото: 7 шт.

🚜 Применяемость по данным каталога: 8R 230, 8R 250, 8R 280, 8R 310, 8R 340, 8R 370.

🚚 Работаем с юридическими лицами. Отправляем по России транспортными компаниями.
📲 Для уточнения срока поставки, совместимости и условий отгрузки напишите в сообщения Авито или позвоните.","4600","images/06/R232491_1.jpg","[""images/06/R232491_1.jpg"",""images/06/R232491_2.jpg"",""images/06/R232491_3.jpg"",""images/06/R232491_4.jpg"",""images/06/R232491_5.jpg"",""images/06/R232491_6.jpg"",""images/06/R232491_7.jpg""]"
"R237709","Коническая ведущая шестерня John Deere R237709","🔧 Коническая ведущая шестерня дифференциала John Deere R237709.

Запчасть John Deere для ремонта и обслуживания техники. Используется в приводе или трансмиссионном узле, где важно совпадение посадочных размеров и каталожного номера.
Продаётся по каталожному номеру R237709. Перед заказом рекомендуем сверить номер с вашей старой деталью или каталогом техники.

📌 Основные данные:
• Артикул: R237709
• Бренд: John Deere
• Наименование: Коническая ведущая шестерня дифференциала
• Узел: Трансмиссия / Шестерни и корпуса редукторов
• Раздел: Запчасти → Трансмиссия и мосты
• Вес: 0,363 кг
• Размеры: длина 27,94 мм; высота 69,85 мм
• Фото: 7 шт.

🚜 Применяемость по данным каталога: 7R 210, 7R 230, 7R 250, 7R 270, 7R 290, 7R 310.

🚚 Работаем с юридическими лицами. Отправляем по России транспортными компаниями.
📲 Для уточнения срока поставки, совместимости и условий отгрузки напишите в сообщения Авито или позвоните.","24000","images/24/R237709_1.jpg","[""images/24/R237709_1.jpg"",""images/24/R237709_2.jpg"",""images/24/R237709_3.jpg"",""images/24/R237709_4.jpg"",""images/24/R237709_5.jpg"",""images/24/R237709_6.jpg"",""images/24/R237709_7.jpg""]"
